Title,Price,Brand,Size,Link,Likes,Dataid,MarketStatus,SearchDate,Images,SearchCount,Page
Sapatos,7.5,sem marca,41,https://www.vinted.it/items/5509451144-sapatos?referrer=catalog,0,5509451144,On Sale,10/12/2024 13:42:44,[],1,1
Mocassins noir neuf Stradivarius,30.0,Stradivarius,37,https://www.vinted.it/items/5509450320-mocassins-noir-neuf-stradivarius?referrer=catalog,0,5509450320,On Sale,10/12/2024 13:42:44,[],1,1
Espadrilles white,5.0,Primark,37,https://www.vinted.it/items/5509450147-espadrilles-white?referrer=catalog,0,5509450147,On Sale,10/12/2024 13:42:44,[],1,1
Scarpe Nike TN donna,80.0,Nike,38.5,https://www.vinted.it/items/5509449785-scarpe-nike-tn-donna?referrer=catalog,0,5509449785,On Sale,10/12/2024 13:42:44,[],1,1
Sapato bege Stradivarius,5.0,Stradivarius,39,https://www.vinted.it/items/5509449875-sapato-bege-stradivarius?referrer=catalog,0,5509449875,On Sale,10/12/2024 13:42:44,[],1,1
Stivali da pioggia Dolce e Gabbana,45.0,Dolce & Gabbana,39,https://www.vinted.it/items/5509449430-stivali-da-pioggia-dolce-e-gabbana?referrer=catalog,0,5509449430,On Sale,10/12/2024 13:42:44,[],1,1
Chaussures noires,6.0,ne sais pas,36,https://www.vinted.it/items/5509449387-chaussures-noires?referrer=catalog,0,5509449387,On Sale,10/12/2024 13:42:44,[],1,1
Escarpins Sergio todzi,8.0,Sergio Todzi,39,https://www.vinted.it/items/5509449493-escarpins-sergio-todzi?referrer=catalog,0,5509449493,On Sale,10/12/2024 13:42:44,[],1,1
Botte femme,35.0,Even&Odd,39,https://www.vinted.it/items/5509449159-botte-femme?referrer=catalog,0,5509449159,On Sale,10/12/2024 13:42:44,[],1,1
Talon Zara collection hiver 2024,25.0,Zara,38,https://www.vinted.it/items/5509448873-talon-zara-collection-hiver-2024?referrer=catalog,1,5509448873,On Sale,10/12/2024 13:42:44,[],1,1
Bottes noir,10.0,Shein,40,https://www.vinted.it/items/5509447902-bottes-noir?referrer=catalog,0,5509447902,On Sale,10/12/2024 13:42:44,[],1,1
Basket Nike neuves,30.0,Nike,38.5,https://www.vinted.it/items/5509447385-basket-nike-neuves?referrer=catalog,0,5509447385,On Sale,10/12/2024 13:42:44,[],1,1
Lagen boots nep,20.0,Boots,40,https://www.vinted.it/items/5509447484-lagen-boots-nep?referrer=catalog,0,5509447484,On Sale,10/12/2024 13:42:44,[],1,1
New Balance 550 39,40.0,New Balance,39,https://www.vinted.it/items/5509438303-new-balance-550-39?referrer=catalog,0,5509438303,On Sale,10/12/2024 13:42:44,[],1,1
Muntgroene sneaker Philippe Model,110.0,Philippe Model,37,https://www.vinted.it/items/5509446631-muntgroene-sneaker-philippe-model?referrer=catalog,0,5509446631,On Sale,10/12/2024 13:42:44,[],1,1
Botas rede,41.0,CF,38,https://www.vinted.it/items/5509446436-botas-rede?referrer=catalog,1,5509446436,On Sale,10/12/2024 13:42:44,[],1,1
Escarpins Noirs stradivarius,20.0,Stradivarius,40,https://www.vinted.it/items/5509446088-escarpins-noirs-stradivarius?referrer=catalog,0,5509446088,On Sale,10/12/2024 13:42:44,[],1,1
